State,District,Latitude,Longitude,District Code,Population,Male,Female,Literate,Male Literate,Female Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,Religion Not Stated,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduate Education,Other Education,Literate Education,Illiterate Education,Total Education,Age Group 0 29,Age Group 30 49,Age Group 50,Age Not Stated,Total Power Parity,Sex Ratio,Literacy Rate
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,668672,670429,959744,526304,433440,1186078,74310,75481,150,80,109,24,2869,452417,101778,216931,236700,199263,103903,115894,23941,998410,311112,1309522,666218,391356,280462,1065,2456,100,71
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,944264,846734,2075870,190814,133971,231,795,1256,148,2805,753372,138375,431983,419605,373111,178126,222410,49261,1812871,461123,2273994,1193095,712017,499235,1543,4914,103,74
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,479403,390677,1148990,56751,37574,152,79,28,74,2251,410623,90590,219747,213496,156676,95231,101147,14674,891561,270738,1162299,618923,373564,252267,1145,2642,99,69
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,1495711,1296010,3325823,143093,233633,1422,951,3693,530,18959,1119433,181452,461918,600731,622789,303091,451321,66378,2687680,610048,3297728,1925296,1154775,643614,4419,7731,98,74
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,503085,443386,1132785,96092,33192,258,151,279,64,1456,408179,138960,250163,243773,203450,103908,99082,28166,1067502,175564,1243066,627880,377118,257116,2163,2272,101,74
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,909803,717010,2294369,91636,66987,232,157,7898,110,3486,710163,203879,442688,423135,343955,174560,158041,36454,1782712,672427,2455139,1301347,683904,477668,1956,4189,99,65
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,1504355,1269573,3397857,414760,111390,676,438,3514,251,7445,1140300,191963,721473,719731,641585,311434,308514,71127,2965827,891430,3857257,2096113,1116437,720713,3068,8092,100,70
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,760375,638413,1822626,47838,67405,245,87,98,75,3914,734724,163264,398670,317054,230321,138306,167506,35156,1450277,403246,1853523,987538,575006,378174,1570,4300,100,72
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,151643,124574,307120,8256,22940,175,39120,85,206,328,103528,64515,84516,74015,21430,9157,6425,890,260948,109130,370078,232286,95548,50269,127,455,94,73
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,275646,244756,507967,105737,44062,151,34717,307,70,936,192621,129329,179547,158211,47160,22720,18419,3736,559122,156840,715962,414878,178608,100274,187,848,96,74
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,351082,295728,736015,49258,39258,245,49420,106,808,891,264077,129846,223185,204201,70173,31690,26870,5160,691125,188363,879488,505558,236676,133424,343,1118,95,73
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,722998,638356,1512801,152791,53622,499,2128,362,430,3106,506637,248343,421485,451563,156277,88122,85405,13478,1464673,279053,1743726,940424,499719,284637,959,2817,96,78
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,2680510,1614594,1065916,3922718,411313,10076,12057,4049,21508,384,36692,903823,600839,904836,647340,450571,317618,199395,20781,3141380,963202,4104582,2871903,991255,547873,7766,5982,86,60
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,2092567,1283380,809187,2904140,729283,7635,5875,2582,2805,91,21478,858059,456870,491605,443958,334738,216997,172585,20498,2137251,1352181,3489432,2378289,787408,472667,35525,4290,88,56
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,2199340,1466387,5102041,796756,13782,4377,4391,2247,305,30492,1248570,823863,934881,738076,596615,502826,428871,36764,4061896,1756098,5817994,3764404,1335224,818137,36626,7224,90,61
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,846676,640263,1985654,401678,2536,869,1817,235,33,5066,566590,342667,392873,353570,247028,172872,194387,15458,1718855,813502,2532357,1499494,515229,367234,15931,2797,97,62
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,930836,546198,384638,1273546,101963,1004,371,332,228,444,1657,314274,133123,291837,282449,168866,101542,79012,6531,1063360,276224,1339584,856336,320763,202054,392,1510,86,67
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,2285004,2328909,2771917,1559414,1212503,3878626,718692,3810,719,5652,183,226,6005,971458,831966,1344726,879745,489060,312571,158303,8087,4024458,1218146,5242604,2930243,965876,699954,17840,5419,101,60
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,797970,489858,308112,917474,364583,1840,483,161,16139,25,2343,316046,139646,272939,215070,132197,79475,44164,3730,887221,376700,1263921,817140,283276,194548,8084,1514,86,61
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,1398368,878285,520083,2291892,1169330,6400,8212,2793,1177,38,7889,760262,447648,493760,215939,104762,65106,47690,7028,1381933,1920966,3302899,2275746,754346,446242,11397,3060,89,40
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,1160960,802630,3004240,213440,4463,892,1595,233,64,14847,629381,436021,515010,443440,409484,323582,200434,20283,2348254,1032533,3380787,1975934,724362,502628,36850,3634,93,60
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,544943,323414,1333242,805975,3228,900,1866,198,87,3169,445838,379253,227932,122911,65516,40633,37109,2777,876131,1332817,2208948,1415213,442339,283947,7166,2174,92,40
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,630626,372311,1637549,157612,1367,231,168,916,50,1517,445625,325773,415195,249238,114783,61702,63112,5728,1235531,588025,1823556,1120432,408527,265310,5141,1949,86,55
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,1010518,681940,2505444,737106,4857,2090,1553,3016,211,6422,714908,533140,420824,350564,197780,132332,113799,12281,1760720,1540841,3301561,2043335,709494,445269,62601,3230,91,51
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,1342697,849062,2830768,1536534,14822,28187,4371,931,339,32407,994411,717585,641251,442110,272840,172554,146446,16806,2409592,1744527,4154119,2893965,952233,514141,88020,5126,88,49
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,1393783,819719,574064,2082976,364510,3493,900,9753,107,99,2626,545025,470355,349221,324085,211477,162961,143642,13030,1674771,1021192,2695963,1574037,519265,363891,7271,2775,96,56
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,1241471,893922,2032081,1585210,6184,50624,1736,2134,41,4703,908523,498971,827447,549594,255028,159528,148185,14658,2453411,1308683,3762094,2404576,786305,450186,41646,4310,91,57
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,1253314,778342,2707195,777407,4088,2765,669,1572,86,5389,880077,443641,540754,475146,338138,217882,151182,17796,2184539,1185318,3369857,2246254,753949,472808,26160,4534,89,58
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,699454,475152,1727869,215081,2153,1389,340,100,1175,4649,395759,295979,367768,276638,196240,135962,88299,7586,1368472,543247,1911719,1222695,437000,287767,5294,2183,91,60
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,330339,200733,955372,34559,693,63,101,285,27,630,230795,168472,174106,124256,69641,40266,35826,3660,616227,383908,1000135,638046,214228,136669,2787,1019,87,53
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,1079288,795951,2730957,358539,3626,818,1182,209,146,5469,665706,602403,473097,449571,372031,277548,194341,23334,2392325,1130108,3522433,1946336,664708,481219,8683,3643,101,60
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,647042,408160,1611126,146346,2464,708,2887,5671,18,5260,401998,238019,214091,201984,178434,119665,88607,8092,1048892,718310,1767202,1149372,383707,237427,3974,3461,87,59
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,623583,438420,1457892,113961,1362,1045,1733,3917,94,1806,351126,171216,292852,298700,195192,121283,118571,13400,1211214,397708,1608922,979633,362026,237786,2365,1825,87,67
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,838339,612562,2094271,365806,3225,1912,737,358,185,4502,589666,356093,361114,347114,231129,176303,179996,18947,1670696,981915,2652611,1534832,543148,367332,25684,2985,96,58
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,1092677,654827,437850,1596278,276846,3137,3160,3161,487,100,2035,411490,270550,330084,257279,184298,115069,110391,9368,1277039,710960,1987999,1224584,411153,246795,2672,2058,87,57
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,1512166,911003,601163,2274674,350700,2201,402,172,199,47,4338,636540,409875,463642,376472,227119,134445,116445,10212,1738210,895178,2633388,1624830,603831,395547,8525,2868,90,57
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,912314,609492,2140745,314812,3370,1804,3395,19077,61,14892,535368,324525,416295,368905,277163,166249,108627,11313,1673077,672115,2345192,1621154,543730,312689,20583,2940,87,60
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,890214,757901,1122947,666065,456882,1394025,215500,7366,9261,895,4518,91,16459,509770,201277,330623,283031,218587,194796,101645,5058,1335017,342284,1677301,1015648,402967,188862,40638,2578,85,68
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,3123264,1811397,1311867,3414427,1186776,19026,23001,3487,16412,265,18251,1191723,534606,858286,797473,597661,475439,255949,26399,3545813,885070,4430883,2891069,1139871,559963,90742,5946,88,66
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,1293553,903996,3233790,368153,4181,810,3145,213,184,9792,761640,566504,691057,563310,449909,334003,186306,12795,2803884,1008996,3812880,2234593,774130,556273,55272,4079,95,60
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,1679994,1034181,645813,2739076,678615,4735,1893,649,338,57,8556,726372,678171,425584,305644,192664,144067,118176,8722,1873028,1620782,3493810,2223078,734903,464584,11354,3614,92,48
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,2700328,1593890,1106438,4009037,403847,9662,2123,2848,460,207,12711,951128,873031,618398,560246,425913,316166,273903,36253,3103910,1453960,4557870,2755630,992114,659677,33474,5455,94,60
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,217070,237698,358091,180555,177536,449412,3711,243,591,95,293,9,414,211348,37327,71107,72114,91184,64363,35620,5263,376978,72551,449529,224044,123941,106641,142,878,109,78
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,593537,510748,653299,408125,245174,1010014,91269,814,196,74,41,273,1604,311381,159593,238344,211029,103334,59914,59612,4094,835920,364848,1200768,660774,260368,181109,2034,1291,86,59
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,2221601,1374587,847014,3508131,556219,5822,5688,6671,446,98,9770,907677,741817,906861,510507,247265,138583,103523,9048,2657604,1481604,4139208,2598364,905306,559988,29187,4209,86,54
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,653430,421766,1509708,171581,1148,463,2875,256,145,3798,396421,169207,327534,282919,167911,104699,106888,10399,1169557,461666,1631223,1002817,410090,274954,2113,1906,86,63
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,1565394,1166283,3981502,483750,4947,1286,7898,349,114,14358,1006670,665376,939616,769693,520111,353996,256398,25909,3531099,1344789,4875888,2826453,927026,689979,50746,5261,102,60
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,783705,520808,1823930,147842,7050,4951,1203,7328,311,5988,504913,184997,370685,341371,186348,99814,92586,11783,1287584,483088,1770672,1171301,510728,308331,8243,2651,89,65
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,983110,600541,382569,1075440,750368,5952,5295,189,517,21,2439,451374,251669,352835,230640,161282,164763,69522,3021,1233732,520215,1753947,1227283,391275,215849,5814,2074,91,53
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,603596,413491,1375788,273967,1263,504,2033,606,65,2390,365770,237853,283674,263749,175582,107628,95072,7194,1170752,543034,1713786,1069916,361028,223535,2137,1730,87,61
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,1170243,692964,477279,1612968,176327,1300,478,819,155,103,4034,405256,235341,344866,341845,223529,157167,97740,5930,1406418,475166,1881584,1100820,415918,276272,3174,2056,86,65
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,813424,507279,306145,1372381,220423,2225,522,687,545,3,2810,380620,184229,253910,180825,146757,89011,45341,5115,905188,670750,1575938,1034099,336401,210556,18540,1645,90,50
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,1954820,1183722,771098,2928462,620244,5006,767,4619,383,133,4930,785099,836856,424892,367405,249265,170911,119625,11970,2180924,1550315,3731239,2236842,772777,500373,54552,3704,96,54
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,641191,397586,243605,1163804,33724,1351,1034,69,20390,41,1179,301832,185575,202692,154118,61543,32237,34658,3535,674358,509536,1183894,793551,265080,159666,3295,1287,90,52
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,3127260,1742440,1384820,3537787,985070,20493,23883,3877,4975,504,13249,1061721,489898,554301,552171,428121,378742,639260,52132,3094625,1146880,4241505,2678289,1161686,685258,64605,7486,91,68
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,488106,302283,185823,815142,57454,965,389,94,234,157,1523,246823,119002,141201,131165,60400,33810,37165,3926,526669,403649,930318,527067,201394,137393,10104,904,87,55
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,1203885,712110,491775,1746649,100723,1729,475,8814,4161,38,5940,411258,234774,353287,319158,230731,144516,111696,12281,1406443,519493,1925936,1193660,402321,265638,6910,1998,88,64
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,1507746,943346,564400,2310776,216933,3179,2872,883,2056,126,10359,585290,303291,420976,344961,233264,155937,103102,10262,1571793,691359,2263152,1600686,535738,327854,82906,3025,86,59
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,1363044,773082,589962,1769937,428555,2109,340,564,155,129,4179,451528,344570,410737,320743,256784,209493,150462,15771,1708560,659237,2367797,1402738,467343,323260,12627,2693,97,61
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,2141488,1254520,886968,2183255,1185643,10582,24912,1855,18544,236,18662,803823,412280,495861,469403,359944,254337,275076,36096,2302997,990312,3293309,2165117,780475,451827,46270,4953,88,62
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,1428683,865837,562846,2292534,195765,2373,1133,341,701,27,4096,543115,361642,421577,340261,232189,177109,140668,17680,1691126,868542,2559668,1590528,552177,346773,7492,2875,90,57
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,2263848,1357435,906413,2488265,2248392,13157,7555,1260,2426,382,10569,1047916,635957,725118,492338,296210,186311,186489,23372,2545795,2097292,4643087,3168270,988486,525574,89676,5452,90,47
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,2417339,1448528,968811,2382914,1711453,6495,18601,1516,16345,60,6128,969850,826387,780470,531913,281747,148770,98691,5608,2673586,1431537,4105123,2671757,911621,544283,15851,4871,88,58
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,1061095,654290,406805,1449007,489686,3510,84787,360,138,45,3474,461390,294135,281158,240057,117838,77602,66129,9713,1086632,977839,2064471,1320476,449673,256276,4582,2125,89,52
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,401515,250122,151393,827293,25597,358,72,32,14077,27,392,234082,142397,111276,70969,35206,21854,19109,2137,402948,488621,891569,545987,204801,115608,1452,2829,98,46
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,1121381,810178,2731351,452394,3920,1451,7795,746,43,11441,752786,427626,558350,456752,332742,238011,197846,20047,2231374,1059636,3291010,2002569,703727,492097,10748,3639,99,60
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,1165965,799878,2975998,413243,3634,2424,722,397,602,8539,778418,540661,538301,477689,270775,182823,153041,15662,2178952,1286726,3465678,2116007,776583,506583,6386,3812,94,57
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,630408,413258,1073890,1181337,9201,65316,384,1307,63,4321,539992,278477,374898,171242,85117,51703,43839,3169,1008445,1235413,2243858,1576123,491164,258913,9619,2545,90,44
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,1220114,856994,1966892,1454052,6523,18627,1937,10208,135,8008,889238,474060,600668,431491,256510,163463,154153,10083,2090428,1279517,3369945,2228689,769736,433862,34095,4029,88,59
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,567098,387851,1300586,404410,1766,447,4393,95,35,3451,352151,341757,290532,205875,129442,86528,63506,8882,1126522,683053,1809575,1108368,352395,250502,3918,1850,97,55
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,915142,575788,2412595,527581,4630,51090,2312,301,84,7945,655003,451571,476064,315873,158430,96308,87355,8885,1594486,1324615,2919101,1961237,652237,368743,24321,3441,87,49
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,1397702,886031,3555450,893725,6579,11611,2663,1410,79,12475,938902,714304,656401,482220,221898,136383,127750,8775,2347731,2141696,4489427,2862383,1000987,588318,32304,4535,88,50
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,601988,383720,1738769,103567,3963,1649,1747,487,1907,10470,428088,306218,297226,212565,120822,82614,63846,9357,1092648,745126,1837774,1203938,418914,237866,1841,2337,91,52
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,1300248,939654,3119590,650261,4453,1629,9989,426,336,10433,889628,460210,637015,526973,306046,188848,176414,15277,2310783,1118891,3429674,2376875,828222,580164,11856,4190,98,58
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,1053063,720521,2732016,363453,3574,1204,920,240,31,6929,717356,501457,512965,415378,240024,136688,101934,7173,1915619,1130103,3045722,1893706,706851,453462,54348,3620,90,57
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,1389116,1014787,3107681,546987,7696,3309,1146,1898,298,7826,755064,467782,608174,557052,447926,351391,281652,34841,2748818,906367,3655185,2260457,856070,531549,28765,5059,91,65
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,231604,204893,611250,7752,1895,256,201,31,6,1115,281138,90864,120029,115810,76148,53026,37742,2263,495882,109556,605438,351595,141238,128994,679,742,113,70
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,97546,81937,257509,1440,397,46,102,7,16,381,99911,38113,47788,50340,31224,20785,10900,675,199825,49539,249364,147488,60569,51672,169,281,109,69
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,155395,125161,385818,4395,428,323,190,11,23,417,186340,47447,68435,67519,47703,32557,27168,2367,293196,61950,355146,229715,93182,67873,835,467,101,71
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,102015,75711,249563,8693,870,336,24,28,6,128,98041,36127,48093,45766,23610,18360,15110,1317,188383,62429,250812,156916,60722,41913,97,309,98,68
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,189623,155927,475105,6015,1401,260,185,13,30,430,209943,63591,87585,90983,56591,42086,28375,2237,371448,88036,459484,273494,116749,92517,679,631,102,71
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,227406,180588,609835,7374,656,290,32,91,109,544,254236,72163,103462,95417,74008,58434,30704,2073,436261,133013,569274,368324,139371,109998,1238,743,107,65
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,598525,439314,1104452,372267,6064,162768,505,738,159,1949,414659,179602,302653,232381,169274,113661,111062,11786,1120419,438598,1559017,1042614,392370,212223,1695,1805,92,62
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,128237,86889,324859,3554,353,167,563,74,105,411,121209,43442,46625,47640,30901,24989,18882,981,213460,83896,297356,202426,75997,51245,418,356,95,65
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,1299337,933655,3033581,290450,3865,386,260,2904,260694,4534,991400,450029,545200,686924,261478,143882,133465,20379,2241357,1417787,3659144,1942335,1014764,637834,1741,3959,95,62
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,2918040,2329168,6008472,1599764,21220,16675,1602,1674,44968,23188,2227236,800473,1437198,1605634,698251,405935,439823,62616,5449930,2196886,7646816,4149420,2265543,1292913,9687,13547,94,67
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,1201481,956966,2181515,1298054,10906,582,258,1152,6051,3886,965609,417769,661190,622372,245201,122865,115743,15205,2200345,1346802,3547147,2008655,952059,539463,2227,3911,95,61
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,596474,487211,1232850,412788,24794,276,148,323,2786,2311,461026,247675,323965,327064,135556,63286,52345,5190,1155081,534394,1689475,937283,465982,271423,1588,2039,95,64
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,717673,597912,1366681,105086,141848,2032,209240,1840,15523,4573,518959,183479,344865,402415,176129,113905,110193,12851,1343837,415353,1759190,1031221,523288,289979,2335,3146,97,71
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,1942824,1662382,3535844,1270641,8666,4380,1258,9699,1265,18276,1352697,516323,1059842,1084155,446743,284481,304594,37027,3733165,926661,4659826,2587164,1423304,833104,6457,9414,93,74
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,2211777,1866611,4574569,870204,7300,2662,1730,2160,49050,11470,1640038,676265,1172797,1174912,515807,333658,380060,44252,4297751,1180806,5478557,2766489,1688206,1060821,3629,9450,96,73
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,1396622,1102158,3156781,445817,186279,2994,50676,1461,23816,5022,1117804,455854,765613,814395,292056,150360,129393,18916,2626587,1203423,3830010,2259507,1035449,575667,2223,5160,95,64
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,1926915,1661222,3440290,926414,39758,13849,4771,21178,1452,48982,1308106,255171,597841,820902,555529,425245,691804,89701,3436193,410988,3847181,2025389,1433314,1014769,23222,16375,90,79
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,1152019,934413,1914352,2045151,13209,747,359,639,7929,6459,958996,478902,629137,595551,238078,109719,92207,18330,2161924,1960034,4121958,2511004,955283,520122,2436,4191,94,52
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,2177187,1878647,2359061,4707573,18102,766,348,3037,7429,7491,1851965,837828,1428661,1210859,443254,230242,170051,25975,4346870,3031841,7378711,4390564,1717594,991413,4236,8088,95,57
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,1878866,1601689,3728482,1382682,33835,849,514,281,16893,4064,1549771,605490,1093403,1052487,412193,236828,209562,25491,3635454,1570127,5205581,2745828,1484986,934417,2369,7048,94,67
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,1002058,622847,2373120,227249,8646,622,209,3052,309029,8188,752652,299355,480046,528068,177459,91807,77621,10072,1664428,1272799,2937227,1678057,764776,484166,3116,3309,95,55
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,853495,636172,1482943,1501170,16702,477,432,1324,1622,2464,778250,402590,488047,422777,163106,73395,59457,12723,1622095,1431264,3053359,1916033,704859,385155,1087,3214,93,49
