State,District,Latitude,Longitude,District Code,Population,Male,Female,Literate,Male Literate,Female Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,Religion Not Stated,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduate Education,Other Education,Literate Education,Illiterate Education,Total Education,Age Group 0 29,Age Group 30 49,Age Group 50,Age Not Stated,Total Power Parity,Sex Ratio,Literacy Rate
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,776396,760005,1016219,564110,452109,1305431,199873,26722,253,150,2494,92,1386,477609,138015,289841,228422,225498,107929,71422,17961,1079088,399089,1478177,841499,419380,274240,1282,3389,97,66
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,699926,689994,809085,468785,340300,1218024,161770,4081,296,85,2898,461,2305,337649,222140,357098,127605,113028,72243,43967,10431,946512,472182,1418694,855430,330393,202984,1113,1889,98,58
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,905085,900684,1149649,638668,510981,1712695,77801,8506,322,299,3607,109,2430,562302,145178,309476,226552,308624,157839,102838,19987,1270494,504734,1775228,902307,527236,375100,1126,2628,99,63
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,1511600,1489527,1962180,1063766,898414,2631985,290549,39361,1255,16194,14419,493,6871,920982,207091,537686,404565,452412,222230,212541,26834,2063359,747237,2810596,1580116,865220,553705,2086,4995,98,65
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,964511,964301,979769,577213,402556,1634062,272022,10394,538,2265,4156,29,5346,455848,147743,385673,163709,153346,82082,50463,14622,997638,783126,1780764,1196670,465173,265810,1159,2672,99,50
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,877415,875338,1263016,674938,588078,1479424,234664,26521,400,120,9234,367,2023,554106,191641,385978,292481,251095,132138,111753,18036,1383122,355222,1738344,913150,513297,325542,764,3119,99,72
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,1350594,1328386,1813391,1006024,807367,2413812,245923,9130,477,187,5067,161,4223,890242,270373,500593,386998,423738,213588,143735,30687,1969712,686274,2655986,1351461,760936,564196,2387,4067,98,67
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,562131,615230,926429,465704,460725,1009179,96740,65838,232,161,4534,155,522,385389,142493,286193,176260,178094,109663,107279,18444,1018426,204028,1222454,559565,340903,276234,659,2100,109,78
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,1013142,1114647,1852797,890552,962245,1460447,224545,435056,268,146,74,311,6942,723536,133039,334339,418953,573306,274789,198858,58096,1991380,163991,2155371,891512,648522,585591,2164,3368,110,87
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,1619557,1662831,2855676,1425723,1429953,1509557,514397,1248137,860,614,1176,1083,6564,1174691,212263,446380,554817,702511,389793,429880,113133,2848777,268315,3117092,1396968,1024720,858010,2690,6274,102,86
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,552808,556166,923010,471881,451129,541854,82206,481507,100,189,44,384,2690,412433,79149,166604,209398,261237,136428,86136,19252,958204,126589,1084793,494456,352163,261471,884,1374,100,83
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,1181446,1341557,2138434,1012956,1125478,1509592,742483,262526,424,1118,193,722,5945,872479,204713,487016,491844,540383,308670,217203,40277,2290106,279352,2569458,1187177,741984,588081,5761,4432,113,84
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,628613,678762,1037492,516476,521016,729987,486913,87454,151,362,130,152,2226,417805,115476,268084,230416,238900,122657,76192,16585,1068310,212905,1281215,688763,369883,246975,1754,1988,107,79
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,1246968,1388407,2240273,1074345,1165928,1697635,508500,421598,208,272,63,619,6480,925130,172247,406592,562529,595191,307950,233402,64052,2341963,231286,2573249,1177359,795245,660965,1806,3910,111,85
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,968289,1006262,1749798,861592,888206,983598,126499,858608,204,358,83,565,4636,678161,117681,271496,373998,475724,280720,221350,52339,1793308,134393,1927701,811653,596302,565048,1548,3071,103,88
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,1470942,1615351,2615443,1266939,1348504,1734958,1211131,131516,297,235,601,588,6967,990336,247996,564392,647221,630818,351267,250117,53166,2744977,335520,3080497,1487644,909581,686109,2959,4594,109,84
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,1960328,2152592,3311315,1597404,1713911,1135259,2888849,81556,205,179,68,579,6225,1157129,415601,770417,814285,933793,392867,203779,41344,3572086,622345,4194431,2406005,1041361,662311,3243,4838,109,80
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,1359478,1450456,2239492,1122600,1116892,1875980,812936,114397,220,238,78,400,5685,894341,249198,492864,608176,572412,232109,180540,36370,2371669,439934,2811603,1395222,802611,608966,3135,3929,106,79
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,1581678,1719749,2785408,1354857,1430551,2194057,452915,630573,404,301,76,1082,22019,1169117,206328,460690,642470,682156,389161,381782,76129,2838716,309042,3147758,1488441,989238,820024,3724,5770,108,84
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,1480763,1640437,2678548,1282261,1396287,1823442,532839,757484,259,278,62,585,6251,1051867,222627,445696,524387,821831,362657,338600,71535,2787333,307665,3094998,1394214,931841,792182,2963,5612,110,85
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,401684,415736,645585,328136,317449,404460,234185,174453,61,312,1797,286,1866,277988,65326,144896,137227,184266,87042,51111,8786,678654,131211,809865,412806,246590,157326,698,1095,103,78
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,379114,370123,436595,254120,182475,686524,21473,2132,606,86,1653,35434,1329,207713,113208,115716,93450,58536,42743,31646,3066,458365,271733,730098,444954,193520,109813,950,787,97,58
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,443837,401234,469109,290304,178805,778214,40707,635,8009,1352,15094,27,1033,206741,148647,117053,62802,51499,29551,22791,3466,435809,359525,795334,535410,194772,114131,758,861,90,55
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,842178,859520,1147623,626468,521155,1519384,38542,5295,1050,72162,4778,58064,2423,470867,290699,312640,235251,168635,126308,74213,7414,1215160,493415,1708575,969773,453605,276799,1521,1709,102,67
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,699340,686541,549926,313642,236284,1318869,58222,2967,2361,416,2289,263,494,299270,157337,137116,74067,59100,42649,30754,2581,503604,825034,1328638,923665,302833,158594,789,1336,98,39
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,799236,776126,939769,529783,409986,1505745,37590,3271,1078,9651,3759,13048,1220,406649,239114,232532,176325,140402,105696,82761,5876,982706,603098,1585804,938819,392728,242592,1223,1845,97,59
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,926843,776162,1094917,676513,418404,1595400,66776,973,4047,12215,19950,73,3571,359596,202629,261162,199044,140743,96011,50222,8059,957870,388473,1346343,1040736,399676,258588,4005,1786,83,64
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,1236130,1134931,1660690,920314,740376,1755861,525434,23432,10789,21688,25950,335,7572,700719,229082,303171,287198,211371,178165,266618,30845,1506450,462581,1969031,1405814,625594,330291,9362,4298,91,70
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,388504,369343,408679,233073,175606,552526,180840,1199,1074,19883,1884,99,342,178840,107547,119468,69765,57058,42618,28237,4761,429454,317962,747416,469838,181605,106034,370,989,95,53
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,936121,826254,943033,572010,371023,1676918,70351,1980,968,250,10409,102,1397,470917,270951,236054,160310,112961,77787,59704,7837,925604,770268,1695872,1112636,394060,252417,3262,1947,88,53
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,1064468,1026454,1294198,731294,562904,1923920,100692,4893,2258,24471,7830,25771,1087,553944,284113,336391,225747,215098,167946,112383,12141,1353819,663446,2017265,1232263,535316,321977,1366,2513,96,61
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,661873,602346,747715,445737,301978,1186420,47966,1681,1096,119,25005,82,1850,369901,197917,217296,150040,95032,64414,41158,5260,771117,469038,1240155,768929,312593,181403,1294,1359,91,59
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,420157,366597,491445,303815,187630,747693,28483,683,490,7923,453,10,1019,203854,132176,131372,88949,73398,48978,34853,4262,513988,260076,774064,473097,195131,118186,340,951,87,62
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,805359,758356,925369,550716,374653,1376591,174259,2355,2330,382,6497,72,1229,376009,242508,225380,149522,125772,94403,55383,4991,897959,565365,1463324,943954,388648,230280,833,1899,94,59
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,1112725,1073068,1077338,638479,438859,2051219,116202,2261,1607,328,12199,88,1889,515712,262090,244058,164576,134279,99882,66721,6543,978149,1021851,2000000,1377326,533243,273050,2174,2470,96,49
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,351913,352611,378714,222759,155955,605435,6736,4238,260,61,687,84006,3101,227795,103002,113875,84065,49277,31104,15179,1674,398176,295655,693831,419531,181841,102522,630,652,100,53
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,649362,592157,653980,400537,253443,1172248,49203,1208,3271,529,13474,52,1534,285085,197902,157141,84560,79924,50724,42147,6451,618849,578034,1196883,793150,285176,162104,1089,1302,91,52
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,1090327,941709,1357210,803114,554096,1835299,141735,4119,24790,4361,18058,217,3457,444892,235648,235924,204871,193082,166719,193947,23148,1253339,554486,1807825,1218319,519728,291451,2538,2830,86,66
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,294838,275627,352550,203807,148743,527462,38640,683,676,93,1573,55,1283,144559,90059,87733,60757,46556,31939,27126,3469,347639,177731,525370,347774,138882,83417,392,619,93,61
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,648725,592625,810644,469199,341445,1175203,52269,4453,3127,1550,3888,107,753,315396,159703,183156,145076,119682,89589,84769,9279,791254,344492,1135746,730768,318232,191501,849,1535,91,65
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,1699627,1577070,2309130,1289631,1019499,2728225,415142,18523,25696,11496,71667,720,5228,788318,428413,472233,384611,362209,300076,382658,36326,2366526,718174,3084700,1877270,894464,493096,11867,5783,92,70
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,1277278,1186011,1756468,980307,776161,2159065,203652,23142,13256,4320,33728,21010,5116,624761,267932,352284,313910,268333,222987,235072,24872,1685390,540029,2225419,1387369,679185,391903,4832,3776,92,71
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,515023,510025,352081,214582,137499,960925,15733,38423,141,65,8871,388,502,235793,98308,79781,40466,38236,28990,20240,1973,307994,775664,1083658,684200,220769,119681,398,1612,99,34
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,662013,630029,790773,460583,330190,1240650,37232,3158,1167,157,5342,2643,1693,349031,198447,207366,161727,112242,80935,53578,6658,820953,465374,1286327,778414,326582,185857,1189,1476,95,61
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,525272,529633,604962,348033,256929,849518,16558,12450,436,297,1789,170533,3324,316932,156711,170994,115632,82166,58066,35476,4587,623632,376944,1000576,614794,278553,160510,1048,1043,100,57
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,682851,657560,834591,502898,331693,1192588,125548,1120,849,242,19029,77,958,384119,244891,217234,149219,109751,77219,52546,4956,855816,467002,1322818,781000,346861,211815,735,1475,96,62
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1068417,897553,1179685,747652,432033,1875495,76159,1092,557,3234,6681,92,2660,414586,288979,285682,228234,170254,115790,71005,8265,1168209,706917,1875126,1254302,452484,257704,1480,1924,84,60
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,422653,403414,508834,307889,200945,741288,67324,1508,1110,224,14165,115,333,242197,137656,127167,83189,69134,53465,42343,6119,519073,289113,808186,476995,217403,131227,442,1026,95,61
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,533480,483040,552559,332140,220419,974748,35214,418,186,37,4734,218,965,288923,171707,134936,99251,70359,47903,29795,3052,557003,427997,985000,635347,235035,144827,1311,1034,90,54
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,700358,631239,820220,479093,341127,1195235,120331,1725,2262,253,10637,190,964,325713,237981,210402,144108,117908,69419,48384,4607,832809,444877,1277686,832939,316319,181524,815,1460,90,61
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,790212,755602,804245,488797,315448,1433879,106928,1243,460,121,1599,50,1534,401717,239738,174381,103464,96386,72316,51499,4799,742583,706958,1449541,935230,363218,246447,919,1629,95,52
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,738241,716828,825880,485090,340790,1267043,151071,3996,1353,175,29353,123,1955,373867,224715,194131,129392,111461,86507,67192,5868,819266,622153,1441419,876905,363858,213560,746,1700,97,56
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,1225100,1140006,1441757,845572,596185,2268838,85414,1964,832,986,655,232,6185,618399,344362,330131,312931,206274,180635,122371,11438,1508142,766166,2274308,1460075,540235,362228,2568,2756,93,60
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,1256257,1122201,1545719,908607,637112,2198297,103480,5580,4146,991,62992,168,2804,613915,347752,426916,297079,214137,137899,116753,14346,1554882,711804,2266686,1470688,569166,335432,3172,2771,89,64
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,1157495,1071440,1371781,801051,570730,2158623,59471,2228,1163,364,3135,1689,2262,576004,338947,334635,309536,197373,148091,105499,16052,1450133,715509,2165642,1365647,535086,326049,2153,2641,92,61
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,683743,627589,780362,469208,311154,1163607,137980,1404,640,357,6232,66,1046,329647,193885,179388,136284,120687,77541,50655,6755,765195,508396,1273591,817608,305605,187611,508,1442,91,59
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,695879,683252,864194,485341,378853,1145052,79739,1857,360,7288,4982,135315,4538,382587,223650,241327,151636,116124,84398,55984,6427,879546,458811,1338357,809922,363037,205237,935,1369,98,62
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,540021,526042,604194,348761,255433,997073,42426,2372,912,268,1737,19448,1827,291440,161972,154282,128427,80402,60915,46513,5352,637863,422736,1060599,645619,269145,150655,644,1302,97,56
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,780520,732161,894612,543509,351103,1321003,174724,815,631,179,13755,66,1508,386608,271215,239081,141225,111366,75967,48671,3391,890916,544791,1435707,901161,369741,240768,1011,1647,93,59
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,361784,326077,328025,208201,119824,638702,41396,230,6387,201,379,40,526,176522,90911,70840,43009,37072,24732,17091,1497,285152,393141,678293,449974,155063,82416,408,693,90,47
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,919795,806255,900846,573242,327604,1648749,51200,1117,7151,3421,12171,72,2169,434618,261087,214162,125117,84684,58509,44812,6218,794589,719547,1514136,1106084,389652,227989,2325,1827,87,52
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,575912,551121,600785,353030,247755,1077545,34419,511,128,92,93,12556,1689,276869,185550,168224,129344,80312,60845,33067,3896,661238,477472,1138710,721531,253685,150959,858,3019,95,53
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,760355,684811,747940,459353,288587,1383475,44143,588,251,109,15569,39,992,382992,202448,188694,143231,78053,58245,35034,5340,711045,659348,1370393,898323,343824,201875,1144,1591,90,51
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1016289,970575,1240990,730817,510173,1718204,233133,4659,3241,945,24622,211,1849,489449,286534,280030,178295,159263,119586,111290,13282,1148280,659279,1807559,1156749,508302,320502,1311,2599,95,62
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,330674,314084,356672,210907,145765,620515,15966,667,190,70,220,6028,1102,168066,90791,94011,74854,43418,27216,18144,2784,351218,230782,582000,403030,158140,82984,604,692,94,55
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,769568,689307,862918,512344,350574,1287391,149548,1313,914,295,18490,70,854,376409,242021,214603,123650,104007,65581,59814,6780,816456,512311,1328767,919239,335690,203005,941,1583,89,59
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,932334,881572,1411281,758977,652304,1107809,357253,4483,1504,328033,10205,389,4230,504235,231841,328367,275264,291391,205723,112574,15157,1460317,352687,1813004,998769,483200,327932,4005,3948,94,77
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1480768,1407677,2251875,1207104,1044771,2055177,421410,7223,2242,383891,11360,3288,3854,781815,326195,468853,463051,525116,346876,203273,16148,2349512,478074,2827586,1540590,783549,553265,11041,6236,95,77
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,1318684,1221389,1466002,868733,597269,2291133,237353,2218,295,334,775,19,7946,477297,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,1626969,564571,340948,7585,2215,92,57
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,1924469,1776813,2503837,1430936,1072901,2545438,786677,15991,5142,309093,30981,1005,6955,979132,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,2211996,909771,571932,7583,8119,92,67
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,899860,488709,411151,1009352,26502,2145,831,154458,1017,3555,2474,356418,115150,187870,208902,204435,153749,67061,12452,949619,235524,1185143,626978,333120,232754,7482,2237,98,74
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,1718507,987185,731322,2174672,320395,2097,824,68482,8719,399,9461,698571,309704,436446,280800,316758,206530,129996,11438,1691672,821607,2513279,1473882,614615,494436,2116,4179,91,66
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1879874,1048892,830982,1845424,354236,3531,1668,364229,12242,522,4406,728192,315408,457067,400342,406379,228266,113783,19619,1940864,600436,2541300,1467457,641840,473071,3890,4421,93,72
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,1578615,872565,706050,1780085,92297,10701,5251,286734,3861,23188,2190,684655,243773,316192,337320,351610,241179,126488,15040,1631602,516728,2148330,1163802,629890,403719,6896,5085,96,71
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,1054031,996831,1293916,723388,570528,1825460,187901,3653,1422,13405,12818,912,5291,528790,200494,323641,208571,290656,182739,114931,14526,1335558,649568,1985126,1167569,513908,350747,18638,3583,94,63
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,661554,660953,1004243,542837,461406,1153861,26157,1827,2160,125282,1568,5080,6572,386515,138457,237888,231153,225595,159570,57923,9620,1060206,256549,1316755,704214,371908,244111,2274,2183,99,75
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,790743,450551,340192,863199,127552,992,643,176679,5278,103,2899,284369,175736,266649,127246,136075,74544,38698,5932,824880,331388,1156268,692117,281905,201828,1495,1853,94,67
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,2891882,1629223,1262659,3457615,560261,7091,3091,143865,27404,9662,20928,1169788,482462,735730,532587,627198,375643,229987,31008,3014615,1003050,4017665,2352671,1080237,763529,33480,7988,92,68
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,1195523,699428,496095,1504641,274221,12542,1629,152540,9619,336,3518,502830,271061,422207,218189,225331,120715,64060,9724,1331287,545980,1877267,1150104,454836,341479,12627,3363,93,61
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,2825845,1559760,1266085,3379906,286558,15573,1570,29766,154882,1274,6472,1179314,321457,622362,487227,698604,395234,335413,40828,2901125,778000,3679125,1972486,1084858,801590,17067,8464,95,72
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,1650672,932432,718240,2006984,367664,2387,935,66535,6387,310,2994,585632,268627,423711,296910,380344,224998,153256,18106,1765952,596213,2362165,1406364,584243,453229,10360,4574,92,67
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,3673808,1959220,1714588,3492202,390974,34667,20469,668050,24528,12181,10499,1308366,325084,666693,812381,790443,542228,493236,73475,3703540,601547,4305087,2460820,1361821,818467,12462,14073,95,78
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,2189425,1255222,934203,2501741,471951,3902,13540,354189,5049,1273,9647,821682,416869,691348,368723,416761,255650,156225,21729,2327305,884626,3211931,2008314,809135,535827,8016,6214,94,65
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,906509,512099,394410,1521618,96182,8467,685,4969,6191,2907,7276,405012,166664,218718,121404,160961,113019,58461,9248,848475,790613,1639088,1011352,390419,241534,4990,2446,97,54
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,2397538,1947828,5237009,693052,23946,8912,94783,38212,1795,9478,1668932,544346,1038955,851714,830070,485052,373100,97219,4220456,1481778,5702234,3580633,1567252,948469,10833,13629,93,71
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,644304,493506,1437623,178925,942,340,28216,4530,195,6805,444990,183972,300965,201646,260772,139479,96847,9913,1193594,440363,1633957,917343,393539,343021,3673,2786,92,68
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,666291,491523,1328385,306364,2081,1371,187899,6238,262,3486,427239,229217,396713,204316,229103,116041,81333,9703,1266426,552643,1819069,1078349,436486,313455,7796,3410,94,63
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,3940210,3231513,8090254,673704,134192,27090,340404,127786,9873,26105,3222457,559840,1234549,1383055,1414563,867256,1086650,190336,6736249,1353077,8089326,5184734,2624165,1586132,34377,27223,91,76
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,750278,743706,951639,542756,408883,1422986,17332,47653,2117,781,409,1782,924,420916,246480,260661,210964,130700,93340,66358,8804,1017307,460166,1477473,841958,398257,253488,281,1575,99,63
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,1344345,1289855,1939994,1059692,880302,2239370,227465,17452,7477,121791,12260,1159,7226,959028,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1414154,748339,462741,8966,6097,95,73
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,619012,580380,1307211,187197,1990,230,113467,3347,95,1532,639362,163025,378554,269872,247257,111600,65700,15429,1251437,319622,1571059,777431,438905,396967,1766,3484,112,74
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,1121550,927917,2440312,239607,9098,1260,38210,87453,769,5434,853673,208511,507318,459156,453404,244804,214003,36983,2124179,579039,2703218,1450907,752303,603739,15194,5798,96,72
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,1201034,1024660,2691952,146970,4408,1182,141315,12810,676,4428,975471,288427,495822,407977,556706,299993,243457,20884,2313266,545423,2858689,1517324,800492,671702,14223,5649,98,74
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,348289,317778,780384,26264,15471,219,24762,1046,53,1452,340836,86480,165284,134734,175070,89023,48418,3451,702460,121922,824382,382024,242296,222963,2368,1749,103,78
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,1651266,1259410,3795424,441254,9882,1279,35497,28134,568,5718,1156231,390337,788150,535848,643327,328020,236302,29051,2951035,976795,3927830,2402794,1089900,809935,15127,8995,93,67
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,8227161,4591396,3635765,8716055,1355630,280700,39149,449617,172052,9862,37083,3618151,712171,1530916,1588196,1751284,1080597,961719,114453,7739336,1692022,9431358,6184519,3241888,1579921,53820,35118,88,74
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,552617,466841,1057096,53854,2696,2147,175417,5663,2254,1647,388704,140470,186781,201471,225208,158055,93772,7017,1012774,212054,1224828,659540,370227,270107,900,2754,94,78
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,487703,382214,859949,142672,1707,518,179330,8476,381,4127,330846,166509,238985,160331,162762,116032,47865,7294,899778,291525,1191303,682919,302425,210185,1631,1942,92,72
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,1115980,906594,2251401,239236,4567,1596,249874,11422,3745,10507,798132,391944,562739,382001,389924,245819,123074,21889,2117390,718204,2835594,1549263,733258,483813,6014,4937,95,72
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,156333,87313,69020,175102,18691,4264,56,76,16,38457,737,56149,15941,36011,50004,31775,20077,20074,1440,175322,67610,242932,135220,62907,38815,457,226,99,65
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,51053,39249,10810,3086,129049,136,400,59,354,288,34160,17382,28163,30589,18971,12213,8105,240,115663,38191,153854,86255,39324,18329,274,250,93,62
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,104013,91922,12034,2886,254979,152,495,87,2333,1177,57825,32860,67907,65475,38567,23284,14523,509,243125,57561,300686,168608,67802,37096,637,327,97,71
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,148012,116465,43833,1649,426819,140,2409,53,1243,3002,39834,46757,81735,91395,62033,40438,24940,598,347896,191001,538897,314439,111516,52008,1185,823,93,55
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,47403,37603,2995,589,134760,59,425,57,1144,622,28101,11155,28461,26794,17867,11645,7102,270,103294,45317,148611,90273,33290,16924,164,90,94,60
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,269304,152617,116687,267146,107323,4322,106,114,24,42347,786,104263,32396,69738,87932,55803,37899,28550,3214,315532,118088,433620,251975,107196,62060,937,539,100,63
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,70148,59681,7553,1115,174112,108,635,70,32,373,41890,20670,29382,38350,31734,22729,15636,405,158906,42156,201062,113715,43646,25165,1472,79,94,70
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,102513,89634,17272,3359,289708,56,1004,38,5617,863,74216,51578,70679,52762,31328,9473,2484,298,218602,100781,319383,216742,70424,29926,825,450,97,60
